,type,reference,price,neighbourhood,area,rooms,plant,lift,parking,district
0,Flat,/en/inmueble/98491349/,2950000,la Dreta de l'Eixample,275,7,1.0,lift,no,Eixample
1,Flat,/en/inmueble/99172111/,863000,la Dreta de l'Eixample,146,3,1.0,lift,no,Eixample
3,Flat,/en/inmueble/98261311/,1925000,la Dreta de l'Eixample,168,2,1.0,lift,no,Eixample
4,Flat,/en/inmueble/99079061/,1800000,la Dreta de l'Eixample,216,4,3.0,lift,no,Eixample
5,Flat,/en/inmueble/98255536/,2800000,la Dreta de l'Eixample,248,4,1.0,lift,no,Eixample
6,Flat,/en/inmueble/100517004/,1295000,la Dreta de l'Eixample,190,3,1.0,lift,no,Eixample
7,Flat,/en/inmueble/100287105/,1595000,la Dreta de l'Eixample,185,4,3.0,lift,no,Eixample
8,Flat,/en/inmueble/101368744/,795000,la Vila Olímpica del Poblenou,126,4,7.0,lift,yes,Sant Martí
9,Flat,/en/inmueble/101043384/,1295000,la Dreta de l'Eixample,145,3,2.0,lift,no,Eixample
10,Flat,/en/inmueble/98286608/,1550000,la Dreta de l'Eixample,228,5,2.0,lift,no,Eixample
11,Flat,/en/inmueble/99418110/,1390000,la Dreta de l'Eixample,182,5,4.0,lift,no,Eixample
12,Penthouse,/en/inmueble/90331765/,770000,el Barri Gòtic,101,2,4.0,lift,no,Ciutat Vella
13,Penthouse,/en/inmueble/100973290/,2500000,Diagonal Mar i el Front Marítim del Poblenou,145,2,21.0,lift,yes,Sant Martí
14,Flat,/en/inmueble/101166351/,360000,el Poble-sec,55,2,1.0,no lift,no,Sants-Montjuïc
15,Flat,/en/inmueble/100973274/,1550000,la Dreta de l'Eixample,198,3,1.0,lift,no,Eixample
16,Flat,/en/inmueble/100869262/,935000,el Barri Gòtic,264,2,1.0,no lift,no,Ciutat Vella
17,Flat,/en/inmueble/98888290/,816000,l'Antiga Esquerra de l'Eixample,149,2,3.0,lift,no,Eixample
18,Flat,/en/inmueble/97362092/,1730000,Diagonal Mar i el Front Marítim del Poblenou,169,4,5.0,lift,yes,Sant Martí
19,Flat,/en/inmueble/100243229/,1065000,"Sant Pere, Santa Caterina i la Ribera",131,3,2.0,lift,no,Ciutat Vella
20,Flat,/en/inmueble/98262669/,1105000,la Dreta de l'Eixample,71,1,3.0,lift,no,Eixample
21,Flat,/en/inmueble/98256266/,2680000,la Dreta de l'Eixample,157,2,5.0,lift,no,Eixample
22,Flat,/en/inmueble/100229641/,840000,el Barri Gòtic,176,4,4.0,lift,no,Ciutat Vella
23,Flat,/en/inmueble/98264311/,2750000,la Dreta de l'Eixample,219,4,2.0,lift,no,Eixample
24,Penthouse,/en/inmueble/99427743/,890000,la Dreta de l'Eixample,90,2,7.0,lift,no,Eixample
25,Flat,/en/inmueble/97593553/,1200000,l'Antiga Esquerra de l'Eixample,178,4,4.0,lift,no,Eixample
26,Flat,/en/inmueble/98840562/,1100000,"Sant Pere, Santa Caterina i la Ribera",125,2,1.0,no lift,no,Ciutat Vella
28,Flat,/en/inmueble/100621063/,1990000,Diagonal Mar i el Front Marítim del Poblenou,180,3,18.0,lift,no,Sant Martí
29,Flat,/en/inmueble/98574445/,1100000,la Dreta de l'Eixample,146,3,4.0,lift,yes,Eixample
57,Flat,/en/inmueble/99837951/,1450000,el Barri Gòtic,228,5,1.0,lift,no,Ciutat Vella
62,Penthouse,/en/inmueble/101352720/,850000,"Sant Pere, Santa Caterina i la Ribera",135,3,2.0,no lift,no,Ciutat Vella
63,Penthouse,/en/inmueble/89745843/,2500000,Diagonal Mar i el Front Marítim del Poblenou,175,2,22.0,lift,yes,Sant Martí
64,Flat,/en/inmueble/88318137/,1695000,Diagonal Mar i el Front Marítim del Poblenou,100,3,17.0,lift,no,Sant Martí
65,Terraced,/en/inmueble/94608246/,1375000,el Putxet i el Farró,400,5,,no lift,yes,Sarrià-Sant Gervasi
66,Flat,/en/inmueble/100167636/,1055000,la Dreta de l'Eixample,153,2,2.0,lift,yes,Eixample
67,Penthouse,/en/inmueble/99840320/,1160000,la Nova Esquerra de l'Eixample,170,4,7.0,lift,yes,Eixample
68,Flat,/en/inmueble/100018473/,975000,la Dreta de l'Eixample,109,1,3.0,lift,no,Eixample
69,Flat,/en/inmueble/96816742/,1500000,la Dreta de l'Eixample,214,5,2.0,lift,no,Eixample
70,Flat,/en/inmueble/100127430/,1350000,Diagonal Mar i el Front Marítim del Poblenou,140,3,21.0,lift,yes,Sant Martí
71,Flat,/en/inmueble/99933765/,1200000,l'Antiga Esquerra de l'Eixample,104,3,2.0,lift,no,Eixample
72,Flat,/en/inmueble/101205058/,1280000,les Tres Torres,214,3,2.0,lift,yes,Sarrià-Sant Gervasi
73,Flat,/en/inmueble/93660221/,1150000,la Dreta de l'Eixample,183,3,3.0,lift,no,Eixample
74,Flat,/en/inmueble/100785780/,795000,la Vila Olímpica del Poblenou,126,4,7.0,lift,yes,Sant Martí
75,Flat,/en/inmueble/99478321/,1390000,la Dreta de l'Eixample,192,4,3.0,lift,no,Eixample
77,Flat,/en/inmueble/99484200/,920000,el Barri Gòtic,126,2,1.0,lift,no,Ciutat Vella
78,Flat,/en/inmueble/98958317/,1150000,Sant Gervasi - la Bonanova,217,5,3.0,lift,yes,Sarrià-Sant Gervasi
79,Flat,/en/inmueble/99837952/,1690000,la Barceloneta,108,2,1.0,no lift,no,Ciutat Vella
80,Flat,/en/inmueble/101368701/,1195000,la Dreta de l'Eixample,195,3,10.0,lift,no,Eixample
81,Flat,/en/inmueble/101386687/,1450000,l'Antiga Esquerra de l'Eixample,161,3,1.0,lift,no,Eixample
82,Flat,/en/inmueble/101038556/,720000,el Putxet i el Farró,128,2,0.0,lift,no,Sarrià-Sant Gervasi
84,Penthouse,/en/inmueble/98840565/,895000,el Camp d'en Grassot i Gràcia Nova,85,3,9.0,lift,no,Gràcia
85,Flat,/en/inmueble/100591039/,595000,el Raval,97,2,1.0,no lift,no,Ciutat Vella
86,Flat,/en/inmueble/101557016/,1290000,la Dreta de l'Eixample,171,4,1.0,lift,yes,Eixample
89,Flat,/en/inmueble/99278118/,939000,la Sagrada Família,133,2,2.0,no lift,no,Eixample
90,Flat,/en/inmueble/101193853/,920000,la Dreta de l'Eixample,146,2,2.0,lift,no,Eixample
91,Flat,/en/inmueble/101190574/,1590000,la Dreta de l'Eixample,185,3,4.0,lift,no,Eixample
92,Flat,/en/inmueble/101117146/,785000,el Barri Gòtic,130,3,1.0,lift,no,Ciutat Vella
93,Flat,/en/inmueble/100221074/,1100000,"Sant Pere, Santa Caterina i la Ribera",130,3,2.0,lift,no,Ciutat Vella
94,Flat,/en/inmueble/100557508/,585000,la Nova Esquerra de l'Eixample,103,3,4.0,lift,no,Eixample
95,Flat,/en/inmueble/100242836/,1490000,Sant Gervasi - la Bonanova,214,5,0.0,lift,yes,Sarrià-Sant Gervasi
96,Flat,/en/inmueble/100296288/,1020000,la Dreta de l'Eixample,139,3,1.0,lift,no,Eixample
97,Flat,/en/inmueble/100685550/,780000,la Dreta de l'Eixample,142,4,1.0,lift,no,Eixample
98,Flat,/en/inmueble/98379518/,385000,el Raval,57,2,0.0,no lift,no,Ciutat Vella
99,Flat,/en/inmueble/100182238/,795000,el Poblenou,129,2,0.0,no lift,yes,Sant Martí
100,Duplex,/en/inmueble/101187488/,1600000,"Sant Pere, Santa Caterina i la Ribera",340,4,14.0,lift,yes,Ciutat Vella
101,Flat,/en/inmueble/101526767/,750000,l'Antiga Esquerra de l'Eixample,155,4,1.0,lift,no,Eixample
102,Flat,/en/inmueble/99428620/,1350000,l'Antiga Esquerra de l'Eixample,221,4,2.0,lift,no,Eixample
103,Flat,/en/inmueble/100770574/,940000,"Sant Pere, Santa Caterina i la Ribera",129,1,1.0,lift,no,Ciutat Vella
104,Penthouse,/en/inmueble/98824598/,1700000,l'Antiga Esquerra de l'Eixample,167,2,,no lift,no,Eixample
105,Penthouse,/en/inmueble/101379714/,930000,Sant Gervasi - Galvany,200,3,8.0,lift,no,Sarrià-Sant Gervasi
106,Flat,/en/inmueble/95953166/,1850000,Diagonal Mar i el Front Marítim del Poblenou,245,3,24.0,lift,yes,Sant Martí
108,Flat,/en/inmueble/98261723/,1850000,la Dreta de l'Eixample,144,2,2.0,lift,no,Eixample
109,Flat,/en/inmueble/100249882/,1695000,Diagonal Mar i el Front Marítim del Poblenou,143,3,17.0,lift,yes,Sant Martí
110,Flat,/en/inmueble/83346623/,1390000,Diagonal Mar i el Front Marítim del Poblenou,176,4,10.0,lift,yes,Sant Martí
111,Flat,/en/inmueble/99680200/,680000,la Dreta de l'Eixample,82,2,2.0,lift,no,Eixample
112,Flat,/en/inmueble/92914729/,1400000,la Dreta de l'Eixample,300,7,4.0,lift,no,Eixample
113,Flat,/en/inmueble/101339998/,1625000,Diagonal Mar i el Front Marítim del Poblenou,145,4,8.0,lift,yes,Sant Martí
116,Penthouse,/en/inmueble/98931259/,3650000,les Corts,461,5,8.0,lift,no,Les Corts
117,Flat,/en/inmueble/101536418/,1175000,l'Antiga Esquerra de l'Eixample,103,3,4.0,lift,no,Eixample
118,Flat,/en/inmueble/101532779/,797000,l'Antiga Esquerra de l'Eixample,156,3,2.0,lift,no,Eixample
119,Duplex,/en/inmueble/101481699/,2188000,la Dreta de l'Eixample,254,2,0.0,lift,no,Eixample
121,Flat,/en/inmueble/101391518/,1870000,Sant Gervasi - Galvany,170,4,4.0,lift,no,Sarrià-Sant Gervasi
124,Flat,/en/inmueble/101231648/,675000,Diagonal Mar i el Front Marítim del Poblenou,108,2,1.0,lift,yes,Sant Martí
125,House,/en/inmueble/96739805/,7450000,Sarrià,1800,10,,no lift,yes,Sarrià-Sant Gervasi
126,Penthouse,/en/inmueble/92808556/,2500000,Diagonal Mar i el Front Marítim del Poblenou,153,3,22.0,lift,yes,Sant Martí
128,Flat,/en/inmueble/100360823/,1600000,Sant Gervasi - Galvany,420,11,1.0,lift,yes,Sarrià-Sant Gervasi
130,Flat,/en/inmueble/101523546/,1195000,"Sant Pere, Santa Caterina i la Ribera",219,3,10.0,lift,no,Ciutat Vella
132,Flat,/en/inmueble/101474007/,1390000,Diagonal Mar i el Front Marítim del Poblenou,176,3,30.0,lift,yes,Sant Martí
133,Flat,/en/inmueble/98122282/,2500000,"Sant Pere, Santa Caterina i la Ribera",293,2,,no lift,no,Ciutat Vella
134,Terraced,/en/inmueble/100680712/,1550000,el Camp d'en Grassot i Gràcia Nova,341,4,,no lift,yes,Gràcia
135,Flat,/en/inmueble/100259090/,1065000,"Sant Pere, Santa Caterina i la Ribera",130,3,,no lift,no,Ciutat Vella
137,Penthouse,/en/inmueble/101532817/,1100000,l'Antiga Esquerra de l'Eixample,81,2,8.0,lift,no,Eixample
140,House,/en/inmueble/98830395/,3650000,Sant Gervasi - la Bonanova,815,7,,no lift,yes,Sarrià-Sant Gervasi
141,Flat,/en/inmueble/98915318/,1150000,la Dreta de l'Eixample,161,4,1.0,lift,no,Eixample
142,Penthouse,/en/inmueble/100287122/,1450000,el Barri Gòtic,213,3,3.0,lift,no,Ciutat Vella
143,Flat,/en/inmueble/100621064/,2500000,el Barri Gòtic,282,5,8.0,lift,no,Ciutat Vella
144,House,/en/inmueble/98150711/,2700000,Sarrià,232,4,,no lift,no,Sarrià-Sant Gervasi
146,Penthouse,/en/inmueble/99597375/,2600000,la Dreta de l'Eixample,268,4,6.0,lift,no,Eixample
147,Flat,/en/inmueble/101426328/,695000,"Sant Pere, Santa Caterina i la Ribera",110,3,3.0,lift,no,Ciutat Vella
148,Flat,/en/inmueble/101502386/,1580000,la Dreta de l'Eixample,200,5,5.0,lift,no,Eixample
149,Flat,/en/inmueble/98834701/,780000,la Dreta de l'Eixample,143,4,1.0,lift,no,Eixample
150,Flat,/en/inmueble/101475528/,1150000,la Dreta de l'Eixample,213,3,2.0,lift,no,Eixample
151,Flat,/en/inmueble/101314236/,360000,el Raval,65,2,2.0,no lift,no,Ciutat Vella
152,Flat,/en/inmueble/98042032/,895000,la Dreta de l'Eixample,183,4,3.0,lift,no,Eixample
153,Flat,/en/inmueble/101466105/,1100000,Diagonal Mar i el Front Marítim del Poblenou,128,3,12.0,lift,yes,Sant Martí
154,Flat,/en/inmueble/97969401/,1085000,el Barri Gòtic,328,4,,no lift,no,Ciutat Vella
155,Flat,/en/inmueble/99117414/,1550000,la Dreta de l'Eixample,114,3,,no lift,no,Eixample
156,Duplex,/en/inmueble/100907579/,1800000,Sarrià,282,5,5.0,lift,no,Sarrià-Sant Gervasi
158,Flat,/en/inmueble/101039030/,725000,el Putxet i el Farró,128,2,0.0,lift,no,Sarrià-Sant Gervasi
160,Flat,/en/inmueble/97923122/,4950000,Sant Gervasi - Galvany,448,5,3.0,lift,no,Sarrià-Sant Gervasi
161,Flat,/en/inmueble/98121882/,2500000,la Dreta de l'Eixample,202,5,,no lift,no,Eixample
162,Flat,/en/inmueble/98121901/,1390000,la Dreta de l'Eixample,150,3,,no lift,no,Eixample
163,Flat,/en/inmueble/97923236/,3700000,la Dreta de l'Eixample,274,4,,no lift,no,Eixample
164,Flat,/en/inmueble/98895098/,895000,la Dreta de l'Eixample,70,2,2.0,lift,no,Eixample
165,Flat,/en/inmueble/100278426/,319000,la Barceloneta,76,2,4.0,lift,no,Ciutat Vella
166,Flat,/en/inmueble/98122253/,2950000,la Dreta de l'Eixample,225,3,3.0,lift,no,Eixample
167,Flat,/en/inmueble/98895099/,1445000,la Dreta de l'Eixample,150,3,3.0,lift,no,Eixample
168,Flat,/en/inmueble/100775745/,1500000,Diagonal Mar i el Front Marítim del Poblenou,200,4,8.0,lift,yes,Sant Martí
169,Flat,/en/inmueble/96656592/,369000,l'Antiga Esquerra de l'Eixample,66,2,,no lift,no,Eixample
170,Penthouse,/en/inmueble/98121897/,1600000,Sant Gervasi - Galvany,184,4,,no lift,no,Sarrià-Sant Gervasi
171,House,/en/inmueble/96746075/,1250000,el Putxet i el Farró,487,6,,no lift,no,Sarrià-Sant Gervasi
172,Flat,/en/inmueble/101512125/,430000,el Raval,80,1,3.0,lift,no,Ciutat Vella
173,Penthouse,/en/inmueble/95595909/,1490000,el Putxet i el Farró,120,3,4.0,lift,no,Sarrià-Sant Gervasi
174,Flat,/en/inmueble/93303890/,750000,la Dreta de l'Eixample,102,2,1.0,lift,no,Eixample
175,Penthouse,/en/inmueble/90530814/,1900000,el Poblenou,134,2,14.0,lift,yes,Sant Martí
176,Flat,/en/inmueble/100042626/,310000,Sants,73,2,2.0,lift,no,Sants-Montjuïc
177,House,/en/inmueble/101527659/,3100000,"Vallvidrera, el Tibidabo i les Planes",648,10,,no lift,yes,Sarrià-Sant Gervasi
178,Flat,/en/inmueble/101373954/,260000,Sants,76,3,5.0,lift,no,Sants-Montjuïc
179,Flat,/en/inmueble/101441229/,270000,la Salut,61,3,5.0,lift,no,Gràcia
180,House,/en/inmueble/100411761/,3700000,Sant Gervasi - la Bonanova,554,4,,no lift,yes,Sarrià-Sant Gervasi
181,Flat,/en/inmueble/99633651/,325000,el Raval,73,3,6.0,lift,no,Ciutat Vella
182,Flat,/en/inmueble/90125994/,1320000,Diagonal Mar i el Front Marítim del Poblenou,152,3,4.0,lift,yes,Sant Martí
183,Flat,/en/inmueble/97901653/,530000,Sant Antoni,82,2,6.0,lift,no,Eixample
184,Flat,/en/inmueble/97947953/,550000,la Vila Olímpica del Poblenou,100,1,3.0,lift,yes,Sant Martí
185,Flat,/en/inmueble/100548581/,750000,Sant Gervasi - Galvany,130,3,1.0,lift,yes,Sarrià-Sant Gervasi
186,Flat,/en/inmueble/100924557/,2500000,la Dreta de l'Eixample,258,5,1.0,lift,yes,Eixample
187,Penthouse,/en/inmueble/101146263/,1216000,l'Antiga Esquerra de l'Eixample,157,2,5.0,lift,no,Eixample
188,Flat,/en/inmueble/101007100/,690000,la Dreta de l'Eixample,85,2,1.0,lift,no,Eixample
189,Flat,/en/inmueble/100507504/,740000,la Vila de Gràcia,97,2,1.0,lift,no,Gràcia
191,Penthouse,/en/inmueble/100095920/,549000,el Barri Gòtic,95,2,5.0,lift,no,Ciutat Vella
192,Flat,/en/inmueble/85887505/,1650000,la Dreta de l'Eixample,166,3,5.0,lift,no,Eixample
193,Flat,/en/inmueble/97607493/,1250000,la Vila Olímpica del Poblenou,150,5,5.0,lift,no,Sant Martí
194,Flat,/en/inmueble/99577240/,1350000,la Dreta de l'Eixample,180,3,3.0,no lift,no,Eixample
195,Flat,/en/inmueble/100824251/,469000,"Sant Pere, Santa Caterina i la Ribera",94,3,3.0,lift,no,Ciutat Vella
196,Flat,/en/inmueble/96728348/,650000,l'Antiga Esquerra de l'Eixample,131,4,7.0,lift,no,Eixample
197,Flat,/en/inmueble/101127926/,895000,el Barri Gòtic,161,3,1.0,lift,no,Ciutat Vella
198,Flat,/en/inmueble/89241082/,585000,Sant Antoni,124,3,1.0,lift,no,Eixample
199,Flat,/en/inmueble/100084266/,1475000,les Tres Torres,291,7,1.0,lift,yes,Sarrià-Sant Gervasi
200,Terraced,/en/inmueble/100814916/,550000,Sant Andreu,145,4,,no lift,no,Sant Andreu
201,Flat,/en/inmueble/98930358/,780000,la Dreta de l'Eixample,143,4,1.0,lift,no,Eixample
202,Flat,/en/inmueble/100973252/,1490000,el Barri Gòtic,301,5,2.0,no lift,no,Ciutat Vella
203,Flat,/en/inmueble/99259415/,650000,Sant Antoni,117,3,4.0,lift,no,Eixample
204,Flat,/en/inmueble/100593458/,412000,Sant Antoni,69,2,2.0,lift,no,Eixample
205,Duplex,/en/inmueble/85492314/,2150000,Pedralbes,328,5,0.0,lift,yes,Les Corts
206,Penthouse,/en/inmueble/99742737/,3650000,Sant Gervasi - Galvany,360,5,8.0,lift,no,Sarrià-Sant Gervasi
207,Flat,/en/inmueble/100959384/,575000,la Dreta de l'Eixample,113,2,2.0,lift,no,Eixample
208,Flat,/en/inmueble/98935958/,1850000,l'Antiga Esquerra de l'Eixample,173,3,6.0,lift,no,Eixample
209,Flat,/en/inmueble/100986628/,580000,les Corts,114,3,0.0,lift,no,Les Corts
210,Semi-detached,/en/inmueble/100965881/,835000,Provençals del Poblenou,207,4,,no lift,no,Sant Martí
211,Flat,/en/inmueble/100013606/,1049000,la Dreta de l'Eixample,180,3,2.0,lift,no,Eixample
212,Flat,/en/inmueble/98768114/,1295000,la Dreta de l'Eixample,180,3,1.0,lift,no,Eixample
213,House,/en/inmueble/100903875/,1650000,Sant Gervasi - Galvany,398,6,,no lift,yes,Sarrià-Sant Gervasi
214,Penthouse,/en/inmueble/100101272/,525000,el Barri Gòtic,87,2,5.0,lift,no,Ciutat Vella
215,Flat,/en/inmueble/100105633/,512000,el Fort Pienc,89,3,1.0,lift,no,Eixample
216,Flat,/en/inmueble/100376318/,180000,el Raval,50,1,2.0,no lift,no,Ciutat Vella
217,Flat,/en/inmueble/99442190/,650000,l'Antiga Esquerra de l'Eixample,114,3,5.0,lift,no,Eixample
220,House,/en/inmueble/101459808/,2300000,"Vallvidrera, el Tibidabo i les Planes",240,3,,no lift,yes,Sarrià-Sant Gervasi
221,House,/en/inmueble/83698852/,2650000,"Vallvidrera, el Tibidabo i les Planes",807,6,,no lift,yes,Sarrià-Sant Gervasi
222,Flat,/en/inmueble/99415206/,1275000,Sant Gervasi - la Bonanova,240,5,1.0,lift,no,Sarrià-Sant Gervasi
223,Flat,/en/inmueble/101049799/,1950000,la Dreta de l'Eixample,190,5,4.0,lift,no,Eixample
224,Flat,/en/inmueble/92582084/,615000,la Vila de Gràcia,104,1,6.0,lift,no,Gràcia
227,Flat,/en/inmueble/100931537/,495000,el Barri Gòtic,102,2,2.0,lift,no,Ciutat Vella
228,Flat,/en/inmueble/101388141/,990000,la Dreta de l'Eixample,183,5,4.0,lift,no,Eixample
229,Flat,/en/inmueble/101452877/,240000,Provençals del Poblenou,72,3,8.0,lift,no,Sant Martí
230,Flat,/en/inmueble/101497161/,1350000,el Raval,284,4,,no lift,no,Ciutat Vella
231,Flat,/en/inmueble/100918115/,375000,la Vila Olímpica del Poblenou,73,3,5.0,lift,no,Sant Martí
232,Flat,/en/inmueble/100325151/,950000,l'Antiga Esquerra de l'Eixample,157,3,1.0,lift,no,Eixample
233,Flat,/en/inmueble/95689164/,829000,"Sant Pere, Santa Caterina i la Ribera",116,3,,no lift,no,Ciutat Vella
234,Flat,/en/inmueble/101579680/,1300000,Sant Gervasi - Galvany,264,5,2.0,lift,no,Sarrià-Sant Gervasi
235,Flat,/en/inmueble/99704117/,680000,la Dreta de l'Eixample,68,2,2.0,lift,no,Eixample
236,Penthouse,/en/inmueble/87617021/,1380000,"Sant Pere, Santa Caterina i la Ribera",150,3,2.0,lift,no,Ciutat Vella
237,Penthouse,/en/inmueble/100973297/,1900000,el Poblenou,134,2,14.0,lift,yes,Sant Martí
238,Flat,/en/inmueble/101026051/,695000,la Dreta de l'Eixample,114,3,1.0,lift,no,Eixample
239,House,/en/inmueble/101497049/,3300000,Sarrià,613,6,,no lift,yes,Sarrià-Sant Gervasi
240,Flat,/en/inmueble/101342153/,595000,l'Antiga Esquerra de l'Eixample,120,3,1.0,lift,no,Eixample
241,Penthouse,/en/inmueble/101184325/,690000,el Poblenou,94,2,7.0,lift,no,Sant Martí
242,Flat,/en/inmueble/101610083/,305000,la Nova Esquerra de l'Eixample,95,3,1.0,lift,no,Eixample
243,Flat,/en/inmueble/99551270/,625000,el Poblenou,180,4,0.0,no lift,no,Sant Martí
244,Flat,/en/inmueble/99343313/,735000,la Vila Olímpica del Poblenou,139,4,1.0,lift,yes,Sant Martí
245,Penthouse,/en/inmueble/97274619/,1900000,el Poblenou,163,2,10.0,lift,yes,Sant Martí
246,Flat,/en/inmueble/100376451/,1499000,la Dreta de l'Eixample,112,3,4.0,lift,no,Eixample
247,Flat,/en/inmueble/101522946/,795000,"Sant Pere, Santa Caterina i la Ribera",103,2,1.0,lift,no,Ciutat Vella
248,Flat,/en/inmueble/101583962/,320000,el Barri Gòtic,79,2,2.0,no lift,no,Ciutat Vella
249,Flat,/en/inmueble/101532814/,1350000,la Dreta de l'Eixample,206,5,1.0,no lift,yes,Eixample
250,Penthouse,/en/inmueble/100376139/,525000,el Barri Gòtic,95,2,5.0,lift,no,Ciutat Vella
251,Flat,/en/inmueble/101275974/,690000,el Barri Gòtic,135,3,1.0,lift,no,Ciutat Vella
252,Flat,/en/inmueble/96947654/,698000,el Barri Gòtic,138,3,1.0,lift,no,Ciutat Vella
253,Penthouse,/en/inmueble/101479931/,485000,el Guinardó,109,3,3.0,lift,no,Horta-Guinardó
254,Penthouse,/en/inmueble/89005247/,3800000,Pedralbes,350,4,5.0,lift,yes,Les Corts
255,Penthouse,/en/inmueble/101289047/,1125000,la Dreta de l'Eixample,127,2,4.0,lift,no,Eixample
256,Flat,/en/inmueble/99672694/,1595000,Pedralbes,252,4,6.0,lift,yes,Les Corts
257,House,/en/inmueble/100079178/,4500000,Sant Gervasi - la Bonanova,773,11,,no lift,yes,Sarrià-Sant Gervasi
258,Flat,/en/inmueble/93452708/,1300000,Diagonal Mar i el Front Marítim del Poblenou,125,3,16.0,lift,yes,Sant Martí
259,Flat,/en/inmueble/100918206/,560000,el Barri Gòtic,88,3,4.0,lift,yes,Ciutat Vella
260,Flat,/en/inmueble/95746633/,1500000,Diagonal Mar i el Front Marítim del Poblenou,133,1,13.0,lift,yes,Sant Martí
261,Flat,/en/inmueble/99828638/,720000,Pedralbes,105,2,3.0,lift,no,Les Corts
262,Flat,/en/inmueble/100915928/,4200000,Sant Gervasi - Galvany,583,3,8.0,lift,yes,Sarrià-Sant Gervasi
263,Penthouse,/en/inmueble/101278904/,715000,Sant Antoni,100,2,8.0,lift,no,Eixample
264,Flat,/en/inmueble/101495961/,375000,Vilapicina i la Torre Llobeta,88,4,0.0,lift,no,Nou Barris
265,Flat,/en/inmueble/99842950/,220000,Provençals del Poblenou,68,2,1.0,no lift,no,Sant Martí
266,Flat,/en/inmueble/94114943/,1150000,la Dreta de l'Eixample,98,2,1.0,lift,no,Eixample
267,Flat,/en/inmueble/86943407/,749000,el Barri Gòtic,113,2,1.0,lift,no,Ciutat Vella
268,Flat,/en/inmueble/101514651/,795000,"Sant Pere, Santa Caterina i la Ribera",103,2,1.0,lift,no,Ciutat Vella
269,Flat,/en/inmueble/100424830/,395000,la Salut,115,3,1.0,lift,no,Gràcia
270,Flat,/en/inmueble/99683814/,1690000,Diagonal Mar i el Front Marítim del Poblenou,200,4,11.0,lift,yes,Sant Martí
272,Semi-detached,/en/inmueble/101216789/,2200000,Sarrià,272,5,,no lift,yes,Sarrià-Sant Gervasi
273,Flat,/en/inmueble/100038348/,797000,l'Antiga Esquerra de l'Eixample,146,3,1.0,lift,no,Eixample
274,Flat,/en/inmueble/97870583/,520000,el Barri Gòtic,89,2,3.0,lift,no,Ciutat Vella
275,Penthouse,/en/inmueble/97122214/,380000,el Raval,116,1,6.0,no lift,no,Ciutat Vella
276,Flat,/en/inmueble/101306493/,650000,l'Antiga Esquerra de l'Eixample,145,4,1.0,lift,no,Eixample
279,Penthouse,/en/inmueble/98120527/,770000,el Barri Gòtic,140,3,4.0,lift,no,Ciutat Vella
281,Penthouse,/en/inmueble/101025276/,2500000,"Sant Pere, Santa Caterina i la Ribera",300,2,4.0,lift,no,Ciutat Vella
282,Flat,/en/inmueble/101292700/,750000,la Maternitat i Sant Ramon,125,3,5.0,lift,yes,Les Corts
283,Flat,/en/inmueble/100625685/,400000,l'Antiga Esquerra de l'Eixample,78,2,3.0,lift,no,Eixample
284,Penthouse,/en/inmueble/100941742/,1600000,la Dreta de l'Eixample,340,4,18.0,lift,yes,Eixample
285,Flat,/en/inmueble/101494302/,396000,Vilapicina i la Torre Llobeta,120,4,0.0,lift,no,Nou Barris
286,Flat,/en/inmueble/99958182/,899000,l'Antiga Esquerra de l'Eixample,145,3,1.0,lift,no,Eixample
287,Flat,/en/inmueble/101252996/,265000,"Sant Pere, Santa Caterina i la Ribera",83,2,2.0,no lift,no,Ciutat Vella
288,Flat,/en/inmueble/98107038/,339000,el Poblenou,68,3,1.0,lift,no,Sant Martí
289,Flat,/en/inmueble/100324055/,340000,el Poblenou,70,3,1.0,lift,no,Sant Martí
290,Flat,/en/inmueble/101092386/,445000,el Barri Gòtic,92,2,1.0,no lift,no,Ciutat Vella
291,Flat,/en/inmueble/101094864/,320000,el Barri Gòtic,77,4,1.0,no lift,no,Ciutat Vella
292,Flat,/en/inmueble/101096057/,450000,el Barri Gòtic,125,4,2.0,no lift,no,Ciutat Vella
293,Penthouse,/en/inmueble/101092999/,670000,el Barri Gòtic,95,2,3.0,lift,no,Ciutat Vella
294,Flat,/en/inmueble/101403404/,1210000,la Dreta de l'Eixample,147,2,1.0,lift,no,Eixample
295,Penthouse,/en/inmueble/101094291/,1240000,el Barri Gòtic,232,6,3.0,lift,no,Ciutat Vella
296,Flat,/en/inmueble/100967054/,196000,la Barceloneta,37,2,5.0,no lift,no,Ciutat Vella
297,Flat,/en/inmueble/100210322/,325000,el Besòs i el Maresme,80,2,6.0,lift,no,Sant Andreu
298,Penthouse,/en/inmueble/101093216/,770000,el Barri Gòtic,113,3,3.0,lift,no,Ciutat Vella
299,Flat,/en/inmueble/101369019/,460000,Hostafrancs,130,4,0.0,lift,no,Sants-Montjuïc
300,Penthouse,/en/inmueble/101438490/,645000,"Sant Pere, Santa Caterina i la Ribera",68,2,5.0,lift,no,Ciutat Vella
301,Duplex,/en/inmueble/97513641/,279000,el Besòs i el Maresme,100,4,0.0,no lift,no,Sant Andreu
302,Flat,/en/inmueble/101479078/,629000,l'Antiga Esquerra de l'Eixample,129,5,2.0,lift,no,Eixample
303,House,/en/inmueble/99308037/,1370000,el Guinardó,556,6,,no lift,yes,Horta-Guinardó
